Sanjeev Harichandran| Extremely unprofessional interview by Bhupendra Chaubey. A new low for Indian English journalism. Hope CNN-IBN puts him in his place for this misconduct.
aquib khan| Never knew sunny is so smart.. brilliant comebacks.. Thank you Bhupendra Chaubey for bringing it out.. btw, who are you again?
jigish thakar| I think anchor is trying to be famous by asking such questions to her.
Vipul Rawal| Embarrassed that I ever respected Bhupender choubey. Somebody has correctly said, it takes a lifetime to build good repo and just one bad act to spoil it all
Callistus Moses| Bhupendra who on earth made you sit there! You made complete fool of yourself and proved you are a disgrace on journalism! It's men like you that shame india! She is doing her job!
nikhil rai| let me put it this way..u are such a jerk mr journalist....IBN pls sack him..oh. sry " Birds of a feather flock together "...way to go IBN with such journalist on your team,,,and yes everyone on IBN are hypocrites..and extreme hatred is your USP.
kamal lochan| Moron bhupendra.....r u really a journalist....learn to respect....
niharika arora| respect ... nd only respect for u girl... sunny u rock!!
Nikhil Kansari| it was chaubey fumbling with words.... It potrait as if he was interviewed by sunny... so much sense out of a lady been bragged and dragged into unwanted sections... kudos...absolutely kudos..
Kateamby winslet| never seen such offensive interview, shame on this guy asking those stupid pointless questions to her, Sunny should have walked off from the interview. this bloody media will do anything to sell their TRPs..this is really bad and so bloody rude.. sunny should have hit this guy with some heavy thing,
Bryan José| Seriously Mr.chaubey this was heights of interfering in one's personal life and I wonder what have you done in your life not only you but many morons like you in the media, mostly all stupid Indian news channel journalists have done in their lives rather than criticizing people and accusing them...............you are worthless piece of shit...
Yash Pandit| What a motherfucking misogynist.
Roshan Kumar| interviewer doesn't have any etiquette. pls go back n learn what is journalism. she was kind enough to sit through the complete interview.
Sameer Ailawadi| Sunny we support you...he is an asshole
Ganesh Sai Dheeraj| what a fucki*ng moran , get ur shit together bro , so u think u r good reporter , get a fucking life , and grown up
Tushar Dublish| Sick of hearing Bhupendra's questions, he has a very narrow mindset. He has no right to talk on behalf of whole India, and he has very wrongly portrayed the image of India as conservative assholes. Shame on you Bhupendra to be a media representative with such corrupt thoughts.
Sandipan Banerjee| Bhupendra Chaubey is an total ASSHOLE.Who made this a journalist .
Rohit Gaikwad| What a jerk !!! Saying i m being morally corrupted since i am sitting with Sunny. You probably have been morally corrupted since you birth. Chaubey, i wish your mom had taught you how to talk to women, you narrow minded pig. Sunny you rocks, i love the way you talk, i have watched your comedy night episodes many times.
Mohnish Maggo| This guy @Bhupendra Chaubey is completely retarded to ask such dumb and stupid questions. But hats off to @Sunny Leone who totally nailed it. She definitely earned lot of respect for her fearless and amazing interview.
Jitesh Tandel| such a pathetic questions and sunny remained so cool n calm giving answers.... well done sunny leone...
The Unknown| Look all Indian whoever commenting here. This is *"Pre-Planned Interview"* to portray Sunny Leone as *Victim*.  This is mighty Public Stunt for the PROMOTION of the Movie *"Mastizaade"*.  This is FIXED-INTERVIEW. Mrs.Leone Already knew what question being ask in the Interview.
Aditya Joshi| good way to seek attention mr chaubey, now please don't show your fuckin shitty face again.
Soham De| this man is a asshole 😈😈
Udit Arora| And if this is what You call Journalism, then Its definiely taking Journalism to an all together New Low !!! Well #BhupendraChaubey definitely has left a very sour taste in my mouth and the whole interview reflects him in very low light. Kudos to #SunnyLeone for maintaining her calm and dignity, to say the least.
Harsh Singh| Still can't believe how stupid you are Mr. choubey. Start respecting women. Women will not be what you want them to be. Work is work n it is a matter of personal choice what one wants to do. Please don't be a caretaker of our society. We don't need dirty minds like you.
Anant Goswami| He completely loses it after 10 mins. Fucking repressive sexist patriarchal asshole!
shaksannan| He lacks one thing "RESPECT ". .. I find it no different than molesting a women
Shubham Singh| Typical indian media logics
yogesh sharma| what an asshole seriously -_-
Amit Ghosh| Thumbs up to Sunny
Harsh Singh| most stupid interviewer I have ever seen. literally stupid. it is people like u who corrupt this society and not artists like Sunny Leone. You have a dirty mind Mr. but we don't. Stupidest and most disrespectful interviewer I have ever seen.
Divyansh Sharma| Kash aap is Duniya mein naa aye hote. people like u are curse to the society.
Amit Ghosh| "unprofessional questions from a journalist".
shouvik putatunda| This guy should be ashamed of himself. Sheer stupidity
Priyanka Ojha| U go girl...wt a strong woman...👍🏻 it's gud dt this  interview happened.. U changed my point of view certainly. 🤕 that man is a shit, just a shit.
Kajol| need this Zen space Sunny has managed to achieve.
Dhwani Mehta| What an ass this bhupendra guy.And what an awesome woman sunny leone!#seewhatthesocialmediasaysaboutyounowbhupendra
nikita gulati| Asshole!
Aditya| this moron Bhupendra should be fired
Smriti Dawn| Mr. Bhhupendra Chaubey, you are a douchebag. Kudos to Sunny! What grace, such poise, and such sensible and intelligent answers! Sending you good vibes ma'am! :)
Gitanjali Nair| Sunny Leone is such a beautiful human being..Her thoughts, her ideology is unfortunately too high for certain people in India to accept... I wonder how a woman can be so strong to face   questions like these.. I respect her for person she is...
Muhibur Rahman| sunny has obviously changed the viewer's view about her with this interview. at least mine. love you sunny...!
Mili Kapadia| ashamed to be studying media because of this asshole
Jayakrishnan. M| Worst of Indian media!
akash aggarwal| shame on you mr bhupendra !!! u portray her as a evil but in real u r a demon she is an inncoent its her choice & u r no one to say the nasty commands
hemant saini| f**ker journalist
Deepak Dev| fucking asshole. thinks that it will increase his show trp. i will never ever watch his show again...fuck off. HATS OFF SUNNY
andrew thomas| Bhupendra Chaubey... what an idiot! Sunny Leone .....massive respect!
randeep sandhu| I hope  this journlst would be reading all these commnts and will realise that how big asshole he is .!!
Ustad Ali| How rude.....dis guy is jst a bullsht....u bald asshl...
Abu| Real rapist bhupendra trying to rape her with his disgusting questions... Better wear a condom infront of morons like these.. Their words can impregnate you...
piyal saha| one of the strongest woman I HV ever seen in my life....
piyal saha| one of the strongest woman I HV ever seen in my life....
Midhun Pankaj| What a fuckin' retard! I hope he rots in hell.
SHILPI DUTTA| excuse me? Indian women see Leone as a threat? o my..what data says that? and why is he interrupting..not letting her speak.
Aboli Joshi| what a shit. I love how she handled it.
Nirav Radia| @IBNLive why was the line where Sunny says "...I am brave, I lasted your interview" was edited? It was in the Television interview part. ??? :)
Shabduli Shinde| Damn my respect for sunny increased tenfold after watching this. If it were me I would've slapped the faggot and walked off. Instead of asking about the struggles she faced in life he was bent upon making sunny rant and say that she regretted going to porn and then selling a huge headline. Media never realizes the level of influence it has on the nation. Whatever people think about sunny is due to what media shows her to be.
