Himanshu Patel| Its hard to tolerate this motherfucker!! He is trying to create so much negativity around her, she is clearly looking uncomfortable...Anyways, her comment on Kapil Sharma is extra ordinary and shows how professional she is...
Ashish Agarwal| @ibnlive you bowed all of our indians head in shame.just shame on you.
Seriously?| Those were realistic, straight questions....
Aishwarya Singh| I couldn't even watch it halfway through. The questions are so stupid and this guy is such an asshole. He's constantly trying to make her apologise for her past. What she does with her body and her life is none of your business you pompous, self righteous jerk. I have all the respect for Sunny in the world for sitting through this interview because if I were in her place I'd have bitch slapped his stupid face. I'd like to end my rant by saying fuck you and your eyebrows.
SHIV SHANKAR KUMAR| ridiculous interview...!! uh have no ryt to humiliate someone coz of his/ her professional or personal lyf..!
Manjunath Bangalore2012| Even after 7 days, Chaubey has still not apologized for his sick interview. What can be done to shame this retard? Can we file an FIR for trying to rape a woman on national television? Any solutions plz
ashwin kumar| Such a dumbass bald headed bastard that chaubey is really.... in the disguise of freedom of speech and by having  support of media these fellows just ask whatever comes to their mind. Just imagine if that guy was interviewed in the same way by any other, can he maintain the cool like sunny did???? dirty fucker. I really appreciate the boldness and honesty sunny has showed. Far better than many other hypocrite people like rakhi sawant who is just born to blame everyone around in spite of realizing the fact that she has become so disgusting both inward and outward. Kudos to u sunny.
Preeti Phartiyal| Get a life chaubey. We honestly don;t need people like you in our country.and to sunny leone, you are an amazing person. Dont let such losers bring you down.
nisarg dhakan| Bhupendra is just being jerk........you want to watch porn, you are advocating regarding tolerance and you are being so intolerant......really ashamed of CNN IBM
Sagar Kulkarni| Not one single negative comment about Sunny just proves how positivity and a calm mind can win over anyone and everyone. Whereas everyone has bashed this bald motherfucker. IBN must sack him with immediate effect. This bastard didnt have the balls to admit that he has these chutiya questions to her on his own but was instead firing off the shoulders of "social media".
Abhishek Singh| That's why they are called presstitutes. Didn't anyone teach you how to talk to a lady?
Shanmuga manikandan| Sunny Leone #Respect
Shanmuga manikandan| The man's a psycho..
pritam suryawanshi| This guy is the reason why India is seen as an orthodox country, where we don't accept anything new.... His face shows how much of an asshole he is... Prefect villain.... Would he be asking the same question if she's his daughter..... Shame on u uncle... U r an embarrassment
Sagar Kulkarni| Bhosdika hai yeh bc. Gaand maro is chutiye ki. Please sack him.
Rishabh Singh| Hatsoff to her for the way she answered questions of this stupid journalist.
Swapnil Dhabekar| sunny well answered questions.. if she is pornstar then why u ppl are so much discussing abt it.. that's are personal she will do what she wants to do.. we are nobody here to tell her or question her..
Swapnil Dhabekar| I don't like this interview taken by interviewer.. it's bullshit!
tushar lad| bhupendra chaubey u did it completely wrong...IBN should think  about new journalist to do this job....#respectsunny...
Eshaan Deshmukh| I'm not a hater but the interviewer really was being rude and crossing his lines.. again not hating but I always never thought Sunny as a Bimbo. Im not the person who shames in any aspect, I hope Sunny gets even better roles and that we see her in a new avatar! xx
Heatblast Roy| Why didn't she slap him??He should be hanged...... just a bastard asking nonsense questions!!
bunny bunny| Stupid questions and answers in the news channel Sunny Leone's very inside very beautiful
uday kiran| Great way of living ... Many public speakers must learn from her
akshay tarfe| bhupendra chaubey its not sunny you fucker. it's increased internet access and smartphones which increased porn consumption. thoda logic ?
Siddhartha Kousik| What a shame Mr.Journalist.You could've asked some better questions rather than mocking her with hurting questions. Yes may be her past wasn't very likable for "us" but she is doing something better now than earlier. All the questions were too sarcastic and hurting. I could see her expressions whenever he tried to portray the so called "public opinion" on sunny and the hatred around her. I feel really pity for her.
ashwin s| asshole!!!
Gaurav Sangwan| Learn to fight!! She won it.
Manju R| The question asked at 15.30 and the answer given by sunny.....buphebdra should have realised that he was talking to better brain than he is.
Anand Shekhar| bastard.....he will not hesitate to jerk off while watching her but he feels so disgusted to know that she is a porn star.....what a hypocrite!!!
S W| I want make like as your sunny
Peter Naveen| Excellent punch on his face..."U r paid to talk to me... i am paid to talk to u... thats all...!!"
zulu cement| The interviewer had an awesome mindset before he sat for the interview. Instead of getting a neutral insight on her he wanted some nasty words out of her mouth like " Ohh I love porn, I love to be without clothes etc". Every single question was redirected again and again towards her being a porn actress before and not on her acting career now.And it is true, how can a pornstar dare to be a mainstream actress. Acting requires special sets of skills which is only passed though genes , and hence it is a hereditary factor. Example our current bollywood where most of the awesome actors have gained these skills from their parents. How can someone from outside even dare to think of doing good in movies. Same like our politicians, who need so much qualifications and degrees before becoming a politician. Hence Sunny leonne calling herself an actress might be considered a crime in the over talented gene pool called bollywood.People like this bald guy have no problem jerking off to her videos but all his questions of morality comes up when he sees a pornstar earning more money and fame than his entire generation could ever make. We are fine with her being a pornstar, our problem is when she tries to cover up and act in a movie trying to rise up.  And what kind of interviewer gets imaginary facts... most of his statistics were like " I have heard from social media that... I have heard from my father that...etc etc " CLEARLY THIS SHOWS THAT HE WAS IN A MINDSET TO GRILL HER WITH QUESTIONS.. kind of freaky fetish desire some men have to hear raunchy and provocative statements from women. He could have asked so many questions but all his questions had one themeYOU ARE A PORNSTAR SO YOU MUST BE ASHAMED AND APOLOGIZE SOCIETY. He could not see beyond a pornstar someone who is trying not to rise up in life. If this is the standard of CNN IBN then i have more faith on my dog barking the daily news... Which stupid recruiter of IBN took this guy.. I mean they would do anything for TRP it seems. even make a parody of holocaust if they needed to get more attraction... This is not news, neither this is journalism where someone with backdated and biased mindset comes up, not to ask question but throw his personal opinion on someone else.
Music Mishra| e madharchod... kese dikh rahahe sunny ke smane.. chutia
Praveen Kumar| Hats off...Sunny...  REAL STAR
Arshdkhan Gonavaram| Absolutely worst Anchor. Not even a single bit of professionalism and no thought at all. Seems to be a psychotic interviewer.
rock star| Bladie lost his brains along with his hair......
S J| Its strange how she didnt just slap him in the face
Samarth Advani| What a useless and stupid interview!! Not at all professional!
Samarth Advani| What a useless and stupid interview!! Not at all professional!
avismoon| Hats of to Sunny to patiently sit and answer every question! Extremely offensive interview.
Kavita Asnani| What an asshole! Sunny you rock!
beauty ishita| thumbs up for Sunny leone...she a brave woman...host is d***head
ab cd| respect for sunny leone , you da real mvp :)
rohit` Kumar| Everyone wants the same success as america with the mindset of 1900's
StarGazer| She really handled those questions well. I have new found respect for her. That interviewer was an asshole. He was attacking her and accusing her rather than interviewing her.
अजबदेश की गजबकहानी| everything is pre planned. everything. ..questions n answers.
Adorable Girl 15| I think this video has inspired me to think this way. No matter what you do just hold your head up and don't worry about the world
Drishti Chhabria| Mr. Chaubey I guess you forgot that your wife is an Indian housewife as well and going through the same threat that she might lose you for your cheap humor :/
Mirwaiz Rahaman| thousands of dislyks to the idiot journalist.
Sunandan Adhikary| I guess the interviewer wasn't thinking what he was doing.. may be he was thinking of something else from pornhub as it seems. Count the number of 'i am' he says while Sunny slaps him with her answer. I too don't like Sunny as an actor that doesn't make someone who wants to chase her dreams entertaining people,bad! Never expected such bad journalism in ibn!
Ajay Badgujar| Mr takalu tell me before sunny leone presence in Bollywood.. rape never happened in India.. womens never gets molested or ppl didn't watch porn.. i guess takalu got so much excited after seeing sunny or his wife would have told him to thrash her.. he must b caught seeing sunny's porn at home :-P
Vikyath Ravindra| Where did u find this hypocrite ?Media has always found a way to Harrass People And DeepaK mishra the Question what u have asked is all "Ur" Point of View not the Indian
Dilip Deshpande| first time i felt proud about sunny leone.she was answering honestly and this cockish,bullish andsnobish dubious chaubey looked third rate journalist with filthy mind .we all watch porno .I am happy bollywood has given her a new lease of life which she is entitled.Arnab goswami should  take decent interview and prove he is much above others .
Sharwan Dsouza| Sunny Leone kicked the motherfucker's big fucking ass! awesome sunny!
Maneesh Kumar Singh| Sunny's calm and composed answers seemed to be a slap on the face of the interviewer who is just another A*****e...
Sounak Bhattacharya| In Walk The Talk (NDTV) with Shekhar Gupta, she said, she went to her first interview for a porn film with a business plan. And that the interviewer was stunned by the plan, which led to an agreement between her and the company, terms of which was set by her. Even if I don't consider internet penetration as the most crucial factor for India being No. 1 consumer of porn and the B-Plan Sunny talked about was this correlation that Mr. Chaubey's research team found out (as if they have made some great discovery), i would certainly like to believe that Sunny can think long term and execute structured thought into action, which our elected members of the house fail to do. At least she has taken India to No. 1 position in some ranking. What has these MPs done apart from mud slinging?? And Mr Chaubey, why were you so nervous?? Did you go off the track while researching about her??
Soudipan Maity| What a shit interviewer and what a royal owning of him by her. Respect for her.
kartikeya rawat| I am i am I am i am I am an asshole
Shailja upadhyay| I luved the way Sunny has answered such offensive inappropriate questions. I personally respect her dignity towards her work that is inset in her mind.
Jason Rodrigues| Da faq did they zoom in on the handshake?   Bhupendra Chaubey fuck you n the shit in your head!!!
Manish Sudershan| Stupid Shit CNN-IBN
Pankaj Rana| how cnn can hire such a asshole. he is having no manner how to interview ppl... be proffessional aasole. and after seeing this interview i just becam a fan of her no on. hats off sunny.
Pankaj Rana| how cnn can hire such a asshole. he is having no manner how to interview ppl... be proffessional aasole. and after seeing this interview i just becam a fan of her from  now on. hats off sunny leony.such a posive personality.  we are proud to hv u.
KALPNA KIRAN| such an idiot interviewer...he himself was too negative..all his questions were negative..go get some air man !!
Ayu Thakur| gosh she is so sensible.!!!grow up people!!and shut this reporter
Shobhit Agarwal| I wonder what this ass hole interviewer is trying to prove..
Shravya| Sorry to be rude but, this misogynist taklu guy is incredibly annoying with his way of constantly interrupting  her and making her seem like a victim just to create a controversial interview. Stop projecting your views as  others' dude.
Harshjot Singh| she should press charges against this asshole
Swapnil Patil| Dear Bhupendra Chaubey, Please never interview a person again
Prashant Kumar| The person taking the interview seems like a big idiot, sunny comes out with flying colours
Niiraj Patel| This guy bhupendra chaubey is fucking asshole. doesn't have a functioning brain. I can't believe this guy is working with CNN-IBN. Assholes like him are the reason why everyone thinks indians are narrow minded. fuckface Bhupendra chutiya.
Savage Brown Girl| I just don't get it! It's her body, her life! She can do whatever the fuck she wants to. She is not obligated to answer to anyone for her decisions. If people have so much problem with porn, then they shouldn't talk about it at all. From what I've seen, people who try to act all righteous are the ones who jack off watching porn in their bedrooms. Fucking judgemental hypocrites! Why can't people just accept others just the way they are? What a crap load of an interview!
your name Is Mine| What a horrible interview ! I wonder if the interviewer would ever put half as much interest in constructive interviews! Every time he tried to demean her he ended up belittling himself. He should quit his job if he cannot do justice by it!
Bharath Kumar| I am not sure who are his viewers that have such degraded questions and this fool asks them!!!!!!!!!!
san dip| really became fan for sunny for her boldness and professionalism ,,,i want to hit interviewer's bald head for stupid questions
MegaPuneet90| Sunny leone well spoken. Substance and  style. Awesome answers to ridiculous and stupid questions.  CNNIBN why  don't  you  hire better people.  Chaubey are  you  mad. 
Ashish Mishra| Lame Questions. Bold Answers. Proud of Sunny. Sorry for what you bear. :(((
virdoshi| idiot interviewer, he keeps on going offensive again and again in a way insulting her by asking and saying is. Porn star,  Hats off to sunny for her confidence and her acceptance. being a porn star is really challenging, specially Indian hypocrites
Hannah D'souza| I don't know how she kept her calm.. he should've been slapped.. kudos sunny
Vaibhav Rai| His show is called hot seat! so he is suppose to be asking all kind of questions which would drill him or her. He probably shoot all those questions which people of India may have in their minds. I happen to see and view people saying they have lot of respect for her!! Respecting a woman who shags men and have sex with them for money??? being married and sleeping with multiple men and getting porn movies made on herself?? Wow! man...some ethics and morals people! Look where we are going.
rish| Why is he acting like he is breaking a news?? Stammering at the beginning of every question as if he is crunched for time or if reporting time sensitive news!! What a masala interviewer.. Why can't he ask questions in a normal calm tone??
Aadhyaa Pillai| Well as a host you should be less critical of her life choices . Like honestly what the hell is your problem ? If she is comfortable with herself and her past and her life decisions you are no one to say otherwise .LEARN HOW TO TALK TO PEOPLE NO MATTER WHAT THEIR BACKGROUND OR PAST IS .
tejas nikumbh| hats off to sunny
Deep Doshi| Bhupendra Chaubey talked like uneducated, hypocrite,  people  who oppose sex education and not as a CNN journalist.
Kartik Rai| this idiot has no sense of professonalism... i stand up fr sunny ..:)
Shivangi Kumar| He is soooooo rude. That's not how journalism is.
Sachin Singh| well handled that stupid, paid to speak anything rascal ...... Sunny
Sanjay Kumar| Actually bhupender did a really honest interview, otherwise bollywood or media a most hypocrite society of india, where in day time the most women empowered society , most respecting to women society takes their so called 'sisters' to bed at night. saying oh! it is custom you know my dear sister, respect at day and exploit at night.
Vatsal Banwari| kudos to Sunny Leone.boots to the Journalist.
Sameer Grover| wow!! , she has wonderful mannerism. I loved her answer about Aamir khan very polished, politically correct and polite.Baldy is a dickhead, ill mannered. People in west judge us because of these kind of ass holes when our media-presttitues keep such mentality the world thinks majority of India may share his opinion.Which is nowhere near true(read the comments if you don't believe me).
Sreyasi Datta| This was the most offensive interview i have ever watched.. Hats off to sunny who handled it so well
Rehan Chougle| jeez i really wanted to knw how sunny feels working in india, her favourite bollywood movies, her favourite actors, her favorite co stars, her desire to work with other people, and whether bollywood is more fun or western cinema. Really sad interview. Sunny hats off to u for tackling the questions really smartly
Sanjay Kumar| Dear Arun Rai. what is professinalism by the way, to glorify an old porn queen. A great point what you all miss , that celebrities tend to show path to younger generation, when they success, they tend to be followed. and mind money is only a step to become famous, but not at all important to become famous especially in india, otherwise people would not have revered gandhi or bose. no way , and only for that reason sunny leone must not be given any especial treatment other then she deserve. after all is only her pornography which landed her here! and if you talk of transformation then why she is still doing cheap and nude scenes!! pl remember you can have money it is your power, but you can not have respect , it is the  power of society.
Pushkin Srivastava| Liked the video for sunny Leone they way she answered her questions is commendable...where it was clear that the interviewer was not even insulting her but at the same time blaming her for things.. Which is totally inappropriate...he should be ashamed for talking like this with her..... He is the biggest fucking hypocrite I have seen in my life...shameful..
GOD OF WAR777| such a idiot.
Sulaiman Khan| Stylishly Banged the hell out of this lady taking out the entire anger from an Indian Mother...........Good Job Chaubey
Sulaiman Khan| Stylishly Banged the hell out of this lady taking out the entire anger from an Indian Mother...........Good Job Chaubey
Ash| Please tell me this interviewer got fired...and no news channels ever gonna hire him....CNN IBN what a disgrace
Vedant nandoskar| That guy is totally insane... He never did talk about her good side... Hats off to her for confronting with such courage 🙌
kartik maheshwari| Asshole anchor....
talwaniya| why so many dislikes ?????
U Dasgupta| 'are you worried sunny?'  the interviewer should be worried after this interview....  he is an immature jerk !  There are so many people in India   who are open minded and logical. Unlike him many don't see porn as a sin  and  as far as women in India are worried that their husbands are getting corrupted and might leave them... is really pathetic.... i'm sure Indian women are not that immature  , if a person is afraid of losing another person because of porn.... then they were not meant to be i guess and its the guy's fault if he is unfaithful and not any pornstar's
Likhil Gawri| Dear IBN Live, asking judgemental questions to politicians would get you TRP and likes, but the questions this bald f***tard asked Sunny has got you so much negativity which will grow with the number of people watching this interview. The biggest hypocrite is the interviewer, asking someone's wife that she might be a threat to inidan husbands. I'd ask where are the morals of Indian men to make their wives think like this ? He shouldn't have insulted Sunny for sure !
Prachi Rajvanshi| hot seat ?!more like.. shit pot ...;))))
Prachi Rajvanshi| damn... he got out empty handed.. this cld hv been an amazing interview with insights into a person's mind frm a different Field...n he so beautifully turned it into page 3. y do page 3 small Time jackasses with zero media skills, deal with something out of thr grasp.. ?! irritating shit. but also... yah... entertainment, entertainment, entertainment. guess he's the nxt item grl in town..  coz he just brot loto "entertainment" to the stage and nothing els.
Ninad| Bhupendra Chaubey is such a chutiya.
gaurav jaiswal| All The Questions raised by Journalist, included her past life as a pornstar. This person calls himself an indian by molesting a girl infront of the national television. This is so regretful situation of older people who still use to take sunny as slut.WTF#NotAcceptable@all.
Karan Pandey| patience level over 9000
MEITSELF| This interview is a myth buster on many grounds.whatever the host expressed,however perverted it was,were there on many minds..but not any more..The questions were ofcourse offensive,irritating,and contained a lot of sexist undertones.I thought many times,she would be probably regretting right now for her infamous 'past'.many top notch actors wont be comfortable acting with her for I thought they have an attitude of condemnation towards her .I i heard from some actors and actresses for their reluctance to do some 'intimate n bold 'scenes and using crass language before the camera that they thought it would be morally corrupting the youth of the nation.having said that I thought in similar lines with sunny too that she would infact be feeling sorry for something which she is doing right now for 'corrupting'the minds of the youth.I had within my Mind most of the questions the man asked.But I was stunned by you sunny...really..i have answers to the questions now but it is different from what I had hours before watching this.what sunny proved is way beyond any self help or so called motivational book could provide.on the heat of the moment you delivered your best talk ever.you defined yourself,and refined us .lessons from sunny1)whatever your past,you proved way beyond doubt that if you don't regret it,if you have Radical self acceptance you are no more defined by it.2)your future is open towards an unbridled enthusiasm for life with ever increasing possibilities to grow.3)whatever happens outside,you are in charge of yourself.he was never in control at any moment..oh my god.on that grounds it was a fabulous interview and congrats to our man.Don't kill him.its nit the director of jism who created the second sunny.its him.You helped us to learn some fundamental moral science taking the risk of you being corrupted.1)never judge a person by her past.you have no right to do that2)sit with a person only with an unprejudiced involvement and don't ask questions to confirm your prejudices.ask if you want to know her with an open Mind.3)nobody can make you morally corrupted unless you lose access to your self.you don't go to sip water because water attracts you,just because you are thirsty.don't blame water for that.love you both.
Anjana Suresh| Why dont these sick head get a life.....
Chingkhei Kshetri| jerk of the era
Kavi Gorana| dear interviewer, how can yu blame her for your mind set..and the indians mind set...she never questioned about why indian men pee in public places or why is It a taboo that it is mandatory for women to cook in india and a sin for men to enter into kitchen. ...these are all ourown choices and no one is responsible for your own actions. ...the interviewer is so uneducated and so so orthodox for influencing and insulting someone...too bad...this interview has proved how professional sunny leone and how unprofessional the tv channel and crew is
Dekey Yanzom| SHAME ON HIM AND THE CHANNEL. how can someone be so offensive, who the fucking hell do he think he is....you bald old man, shut your mouth and learn some manners
Doll Jain| Respect for you grows more sunny leone#hats_off for shutting tht asholes mouth in such a polite way
Pradeep Jyothi| stupid arse..  you shd feel proud for sitting in front of "THE MOST GOOGLED PERSONALITY IN INDIA". instead you are urself a disgrace to india.
Madhu Kiran| And the Biggest  Douche Bag of the year go to..................The Bollywood is not a part of fine art of cinema plz
parashar kashyap| Bhupinder got spanked by sunny
mannadayashi| cnn ibn.. what the hell.!
Rohit Mathur| it's hot seat literally, these are normal questions and he just wanted to know her views on it, and she answered well, why is everybody making a huge thing about it.
Jithin James| 8:27 !!!!
NEMALCONS Ashutosh| Well, I get the feeling BC is in the Hot Seat...Sunny is very dignified and graceful and an inspiration to many. Hats off Sunny, make good movies girl!
Manav Dadu| Dear CNN-Ibn dislikes on this vedio are not because of sunny. they are because of questions asked by poor host ! just wanted to get a reaction or some harsh words to gain "TRP" bad bad bad choice !
Keshav Tripathi| Hey wait ! This is hardly an interview...its more like a failed attempt to embarrass a mega star. It are appears that this stinky aging bhaiya ji has spent last 2 years of his useless, frustrating and boring life masturbating in his bathroom (if he has access to one !) fantasising about Sunny Leone. This is his one golden chance to fame and glory. So he is trying hard to sound different. Pity this scum. And by the way this vid has only made people love Sunny even more.
vivek gupta| respect for sunny... and chaubey kyun bey?
Mad Angle| She is full of contradictions! The bottomline is "I will do what I want. I am a businesswoman above all. Fuck all else". She is a hypocrite too.
Shreyas Rajiv| Wow. She may be an adult star, but she is a damn confident woman. Respect for this lady.
sainath khadke| jouranalism ke liye aajkal koi qualification nae raha shayad..koi b ch***ya aake host ban raha hai....pata nae kya future hai news industry ka????
Rashmi Verma| He is the most disguisting and unprofessional interviewer I have ever seen, he interviews like he have some personal grudge against sunny but hello even in your dreams sunny will reject you. So don't blame sunny, the interviewer should change his attitude towards any lady beacuse his thinking shows how he is in real life. Bad interviewer ever Its not sunny's fault who he is to judge a lady and it only shows interviwer's ugly thinking.
Rashmi Verma| He is the most disguisting and unprofessional interviewer I have ever seen, he interviews like he have some personal grudge against sunny but hello even in your dreams sunny will reject you. So don't blame sunny, the interviewer should change his attitude towards any lady beacuse his thinking shows how he is in real life. Bad interviewer ever Its not sunny's fault who he is to judge a lady and it only shows interviwer's ugly thinking.
Chinmay Gawde| He's such a dickhead😒😒😒
Neel Chaudhary| After watching her interview I want to become a pornstar.
Touseef Ramzan| is he really a journalist.....wtf the taklu is so narrowminded...
Sameer Pagare| This kind of host should be boycott from our country.. Guys.. report the video...
arun| I know how journalists can be jerks but this guy took it to a whole new level. whatever maybe the profession, should treat people with respect. everyone in this world have their own struggles and you can't judge anyone. just because you are in a respectable position, doesn't make u a respectable man. This man just proved it himself. P.S. not a sunny Leone fan.
Ankit kumar srivastava| really appreciate you sunny. Adore u and u have gain more respect from us.
Arsalan A| sir bhupendra chhube, you are full of shit......
Neha Rocks| ONE. THIS INTERVIEWER should feel himself lucky to have interviewed the most googled person on this planet. TWO. He is not at all worthy of taking intellectual interviews given the stammering and the frequent interruptions when she is justifying. THREE. His consistent exaggeration on her past career rather than on future prospects is no less than bullying a person by repeatedly asking same questions.thank god! Sunny defended herself very well from this judgemental attack and showed how much Indian politicians focus on administration, in her statement,"I am still waiting for president Barack Obama to refer Sunny Leone in his speeches."
Nihar Behera| I Dare CNN-IBN to conduct such a forthright interview with a politician
Vipul Chawla| Like Deepika got opponents for her my choice video, Sunny will get more followers for this interview. Happenstance.
SAUMYA TIWARI| I want to punch this jerk very hard. you bald pimb , you are really such a shit on this planet.i always like sunny since when she was in bigboss. from there i gt to knw dat she is such a sweet, honest and so down to earth.respect for you dear. love you from the core of my heart and soul. keep going. lots of love and blessing.
rutuja bendre| And yes dear CNN-IBN stop hiring chutiye..
Poulami Bose| THIS GUY IS A SEXIST and WATCHING PORN IS A HEALTHY HABIT, YOU DUMBFUCK
dev sahay| Insensitivity  at its peak..
Amod Chate| For Sunny Leone-  Great attempt and bravely tackled the tough questions.!!!For the Asshole Reporter- You exhibited your low mentality through your nasty and disrespectful questions ,and you deserve to be thrown out of this nation!!!
rutuja bendre| What a jackass seriously.. he has no rights to insult a woman on national television..
Ipsita Malaviya| Ohmygod. Is this how you interview an individual? With such a vulgar introduction? With such stereotypical and insensitive questions? CNN-IBN, are you really kidding me?As a woman, I am proud of Sunny for handling such pricks brilliantly. Kudos to her. And BTW, if she says her past is the past, there is no need to keep bringing it up again and again for God's sake. Grow up, people. People change. Times are changing.
Karantron| Aaaaaand not a single fuck was given that day. You go, girl!BTW, this jerk makes even KRK look like a polite and chivalrous person.
Nirbhay Kumar| How can CNN-IBN air this video? I could see" live" written on the bottom left hand side. If that was the case how can you let this jerk host the show. Shame CNN-IBM. Atleast somebody could have reviewed the questionnaires which was prepared. You were represented by filthy looking ***hole. And my suggestion to guy who was interviewing the show is, next time you host a show , do mention the comments you got for this video.
Debasis Roy| sick journalist
Debasis Roy| sick journalist
Rahul Choudhary| I disliked the video by the way cuz i don't think this fucking idiot got a like from my side...
Yuvraj Singh| this is call psychological rape
Raj Kumar| I think that bald person taking interview was really piece of spit.
Raj Kumar| Wow it is India.
Raj Kumar| Well done sunny. I really liked d  answer given by her without loosing d temper.  That bald bastard were only rounding nd rounding about her past life. This is d main reason India still has not become developed country. Here they keep sex in mind and work at feet. Some gi*** who didn't like d interview of sunny here. Let me tell u about d reality u can enjoy everything with ur boyfriend. U can change boyfriend frequently. U can secretly go to meet ur boyfriend.  But if somebody does Wt they want
Rahul Choudhary| Seriously this interview change my tho abt sunny Leone #RespefortheLADY, and what the hell is wrong with this bald cocksucker i mean yeah he deserve this he's just trying to insult her again and again he's such an asshole i must say...
Amar Ambedkar| i am amazed how well sunny tackles the question...RESPECT and that bald guys...some should check the history on his laptop
OMM SIBA| media wants to show whats satisfy their channel  to get their remuneration
syed abdul| All Sunny fans DISLIKING this video.
Moin Ahmad| Cnn Ibn you should take some action on such a pervert people who actually trying to insult sunny but insulted himself & Channel too. RIP Mr. Bhupendra Chaubey
Debashish Pachal| Bhupendra Chaubey, you're a sick journalist!
Harmanjot Singh randhawa| yar isis vale beksoor logo ko hi mare ja rahe hai, is bhenchod ki khopdi pe maalish krni chahiye, is ganje ko koi pooche, ki saale sunny leone jesi bhi hai crore arabo loko ko intertein kar rahi hai,or tuje dekh ke to saale gali ke kutto ki cheekein nikal jaye , ki sala ganja ab ser pe tel lagake hole penetrate kardega.  tu saale apne 20 mint ki interview hit krne ke liye itni bdi intertainer ko baar baar hurt kar reha hai, saale kuttichod ye mat samjna ki comment aa rahe hai or interview hit,charcha agar hit shows ki hoti hai to flop ki us se jada hoti hai, or ye tera flop interview vali charcha, agar ye sala ganja kisi horr se esi interview krta to ise lag pta jata, ye to bichari vo hi hai jo ise sahar gyi, respect for sunny leone for his patience in all video, hope sunny leone see comments and feel that good ppls are also living in india, who respect humanity and sincerety , and now I will also found her on fb and appreciate her for hER beautiful nature and the way he talks in interview, and maybe I will also go with my college friends to watch her new movie mastizaade, bhenchod sun le, jitna kisi ko girane ki kosis kroge utna hi parkhu log achi cheez parakh ke use appreciate krege,AT last the only words for this bald interviewer'SALA GADHACHOD'
Manan Parekh| You bald piece of shit. She took all your vulgar questions head on, answered them with dignity and has probably gained the respect of tens of thousands. It's not people like sunny leone who corrupt India. It is judgemental people like you who think pornography makes a person only a prostitute. She is at least proud of what she did because she knows that is what made her what she is today.
Moumita Dey| I WANT TO SHOOT THIS JOURNALIST
yashaswi kumarakalva| Let the lady be. If india is tbe largest consumer of pirn, then there is something wrong with our moral compass.
Faizal Ali| wtf !is he a retarded guy or something?asking just anything..none of your viewers wants to know if she is a artist or anything.blaming her for everything...snatching husbands wtf!
Mir Nida| This man is also a consumer of porn. Can we all kill this man we definitely don't need him on this planet. Respect for sunny.
Abhishek D| From when did CNN-IBN start hiring dumb illiterate pervs?
Anubhuti Tiwari| U hv always been my fav..Nt Jst cuz of Ur work but the humanity nd Ur nature..U are truly a respect owned Bollywood actress..                                   A diva for all independent thinking girls..😃
Anurag Rawat| bald aashole!
Sagar Vashisht| he is not at all following her answers but just asking his stupid dumb offensive questions anyway. He seems to be nothing more than an irritating interviewer who is being smashed by her intelligence again and again!
Mayank Gupta| hadn't seen such type of chutiya interviewer in decades ,negativity at its best
Abhishek D| Perfect example of 'Intelligence' and 'Stupidity'.No wonder media people are assholes....The interviewer talking about "fine arts" cinema? I doubt there are any Indian "fine art" cinemas.THIS BALD INTERVIEWER IS SO STUPID, THAT EVEN Dr. BATRA COULD NOT HELP HIM WITH HIS HAIR GROWTH.GOD damn you Bhupendra Chaubey! May you find hell.
Deepak Rajput| sunny is more talented than this ChaparGanju,,,,
Ganesh Nayak| What a waste!! Grow up CNN IBN if you want to compete with likes of Times Now and NDTV 24x7.
Sunny S| Such an ass interviewer ever. Dont deserve that role. Look at the way you put your cheap thoughts saying this is the way india thinks. Dont blame your thoughts on India you fool. India didn't see some one that way you see them. Such a stupid host ever. And Shame on  ibn for recruiting a looser like this.
sks| no one is forcing anyone to buy a ticket and watch her movie or watch her porn...what the fuck  is wrong with the interviewer
sks| chaubey apna lund sikud raha. tha bhosdiwala
Shuvolina Mukherjee| sunny all you earned was respect and the host...was pathetic human so judgemental.... u r the biggest looser man...
jayanti Debnath| I really want to kill this man 😡😡😡😣😣
jayanti Debnath| I really want to kill this man 😡😡😡😣😣
funmorelivemore| You first tell how may times you have seen her pron ? foff...
Shruti Shinde| shame on IBN
Sujay Nanaware| bhupendra chaubey you are the most idiot and most senseless person in this world. you dont even know how to talk with a women.you should respect each and every women irrespective of her profession. and who the hell are you to show your views on her basterd. i respect sunny leone for her beauty and not for her porn movies. i dont know how you came so long. you are the most chutiya person. dont even call yourself journalist.
Mridul Saraswat| How does promoting her movie somehow reaches to porn and moral corruption?
Mridul Saraswat| Just when she started escalating up with positive energy, he pulls her down. Would be better if 'PRESSTITUTES' get back to some serious work and be real.
jayanti Debnath| this guy is really rude 💣💣💣💣💣💣
Deenu Francis| Kudos to you Sunny!! A tight slap on those hypocrites who watch her porn videos in secrecy and cry murder against her in public!
Ashish Thomas Augustine| Shame on you, Mr. Bhupendra Chaubey. Grow up, know when to stop pestering and be more mature while orchestrating an interview. Like Sunny Leone mentioned during the interview, you need to broaden your perspective and be a realist. Kudos to Sunny for handling this interview with such poise and grace. Cheers to her!
varun vaddy| well this interview benefited sunny more..  #respect to her boldness and positive thinking.  the interviewer however turned out to be a dick though. bank on it buddy. you're just an A**hole.
Tushar h| CHUTIYA TAKLA LOSER
Mridul Saraswat| Thumbs for the woman on the hot seat answering amazingly, not for the questions or the interview.
